id,sku,name,slug,description,short_description,category_tag,tags,regular_price,sale_price,status,published,stock_status,stock_quantity,backorders,sold_individually,weight,length,width,height,ship_class,images,download_limit,download_expiry,product_url,buy_now_url
19465376,DIGIKALA-19465376,"ادو پرفیوم مردانه کلپک مدل بلو شنل با رایحه خنک و تلخ حجم 100 میلی لیتر",ادو-پرفیوم-مردانه-کلپک-مدل-بلو-شنل-با-رایحه-خنک-و-تلخ-حجم-100-میلی-لیتر-19465376,"ادو پرفیوم مردانه کلپک مدل بلو شنل با رایحه خنک و تلخ حجم 100 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه کلپک مدل بلو شنل با رایحه خنک و تلخ حجم 100 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",20000000,9800000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/9096bcb8dea65e764aea05fd5b8b155b1d4f6f11_1749326614.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-19465376/ادو-پرفیوم-مردانه-کلپک-مدل-بلو-شنل-با-رایحه-خنک-و-تلخ-حجم-100-میلی-لیتر,
2487178,DIGIKALA-2487178,"ادو پرفیوم مردانه اسکلاره مدل Salvador با رایحه گرم و تند حجم 85 میلی لیتر",ادو-پرفیوم-مردانه-اسکلاره-مدل-salvador-با-رایحه-گرم-و-تند-حجم-85-میلی-لیتر-2487178,"ادو پرفیوم مردانه اسکلاره مدل Salvador با رایحه گرم و تند حجم 85 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه اسکلاره مدل Salvador با رایحه گرم و تند حجم 85 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",9705000,5416000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/eff6b98a10e4a6254e7b653dcbdbacaa5e6dc750_1754242540.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-2487178/ادو-پرفیوم-مردانه-اسکلاره-مدل-salvador-حجم-85-میلی-لیتر,
18914296,DIGIKALA-18914296,"ادو پرفیوم مردانه کلپک مدل ساواج دیور با رایحه خنک حجم 60 میلی لیتر",ادو-پرفیوم-مردانه-کلپک-مدل-ساواج-دیور-با-رایحه-خنک-حجم-60-میلی-لیتر-18914296,"ادو پرفیوم مردانه کلپک مدل ساواج دیور با رایحه خنک حجم 60 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه کلپک مدل ساواج دیور با رایحه خنک حجم 60 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",17000000,7650000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/c16364ed679995fef689fde519199c82d6dac2ab_1754241333.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-18914296/ادو-پرفیوم-مردانه-کلپک-مدل-ساواج-دیور-با-رایحه-خنک-حجم-60-میلی-لیتر,
20544288,DIGIKALA-20544288,"ادو پرفیوم مردانه زدفون مدل کول واتر با رایحه خنک حجم 100 میلی لیتر",ادو-پرفیوم-مردانه-زدفون-مدل-کول-واتر-با-رایحه-خنک-حجم-100-میلی-لیتر-20544288,"ادو پرفیوم مردانه زدفون مدل کول واتر با رایحه خنک حجم 100 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه زدفون مدل کول واتر با رایحه خنک حجم 100 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",27200000,,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/341e7a8363fd3ca80409269b40ce066ec1ee8faf_1758984722.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-20544288/ادو-پرفیوم-مردانه-زدفون-مدل-کول-واتر-با-رایحه-خنک-حجم-100-میلی-لیتر,
12659298,DIGIKALA-12659298,"ادوپرفیوم مردانه لطافه مدل حیاتی حجم 100 میلی‌لیتر",ادوپرفیوم-مردانه-لطافه-مدل-حیاتی-حجم-100-میلی-لیتر-12659298,"ادوپرفیوم مردانه لطافه مدل حیاتی حجم 100 میلی‌لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادوپرفیوم مردانه لطافه مدل حیاتی حجم 100 میلی‌لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",24200000,,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/34a5470b52b23bf2a7ba5e641fc7ca66d7ec7f16_1754251048.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-12659298/ادوپرفیوم-مردانه-لطافه-مدل-حیاتی-حجم-100-میلیلیتر,
17366761,DIGIKALA-17366761,"ادو پرفیوم مردانه فراگرنس پرشیا 116 مدل دیزایر بلو با رایحه خنک حجم 100 میلی لیتر",ادو-پرفیوم-مردانه-فراگرنس-پرشیا-116-مدل-دیزایر-بلو-با-رایحه-خنک-حجم-100-میلی-لیتر-17366761,"ادو پرفیوم مردانه فراگرنس پرشیا 116 مدل دیزایر بلو با رایحه خنک حجم 100 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه فراگرنس پرشیا 116 مدل دیزایر بلو با رایحه خنک حجم 100 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",13500000,7200000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/a9055a7f33b7b1b64bf5484420ecd29d25e824ad_1731432273.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-17366761/ادو-پرفیوم-مردانه-فراگرنس-پرشیا-116-مدل-دیزایر-بلو-با-رایحه-خنک-حجم-100-میلی-لیتر,
17269389,DIGIKALA-17269389,"ادو پرفیوم مردانه لالیکو مدل دیزایر بلو با رایحه خنک حجم 70 میلی لیتر",ادو-پرفیوم-مردانه-لالیکو-مدل-دیزایر-بلو-با-رایحه-خنک-حجم-70-میلی-لیتر-17269389,"ادو پرفیوم مردانه لالیکو مدل دیزایر بلو با رایحه خنک حجم 70 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه لالیکو مدل دیزایر بلو با رایحه خنک حجم 70 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",12000000,5999000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/5e191f6e738dc6c242301b537e9034812e428924_1754237597.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-17269389/ادو-پرفیوم-مردانه-لالیکو-مدل-دیزایر-بلو-با-رایحه-خنک-حجم-70-میلی-لیتر,
4683956,DIGIKALA-4683956,"ادوپرفیوم مردانه اسکلاره مدل Bleu De Chanel حجم 100 میلی‌لیتر",ادوپرفیوم-مردانه-اسکلاره-مدل-bleu-de-chanel-حجم-100-میلی-لیتر-4683956,"ادوپرفیوم مردانه اسکلاره مدل Bleu De Chanel حجم 100 میلی‌لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادوپرفیوم مردانه اسکلاره مدل Bleu De Chanel حجم 100 میلی‌لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",18362000,9983000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/4ed85b26eac403a4a97d8db8d8a9e8f58bea67e4_1754244640.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-4683956/ادوپرفیوم-مردانه-اسکلاره-مدل-bleu-de-chanel-حجم-100-میلیلیتر,
21223355,DIGIKALA-21223355,"ادو پرفیوم مردانه هارلینگن مدل دیور فارنهایت با رایحه گرم و معتدل حجم 100 میلی لیتر",ادو-پرفیوم-مردانه-هارلینگن-مدل-دیور-فارنهایت-با-رایحه-گرم-و-معتدل-حجم-100-میلی-لیتر-21223355,"ادو پرفیوم مردانه هارلینگن مدل دیور فارنهایت با رایحه گرم و معتدل حجم 100 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه هارلینگن مدل دیور فارنهایت با رایحه گرم و معتدل حجم 100 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",23000000,9970000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/39dc902b3e8ef0606acd9789152ad0cfd3289182_1767589806.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-21223355/ادو-پرفیوم-مردانه-هارلینگن-مدل-دیور-فارنهایت-با-رایحه-گرم-و-معتدل-حجم-100-میلی-لیتر,
19565639,DIGIKALA-19565639,"ادو پرفیوم مردانه کلپک مدل دانهیل دیزایر بلو با رایحه خنک حجم 50 میلی لیتر",ادو-پرفیوم-مردانه-کلپک-مدل-دانهیل-دیزایر-بلو-با-رایحه-خنک-حجم-50-میلی-لیتر-19565639,"ادو پرفیوم مردانه کلپک مدل دانهیل دیزایر بلو با رایحه خنک حجم 50 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه کلپک مدل دانهیل دیزایر بلو با رایحه خنک حجم 50 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",12000000,5280000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/7bc0b0eaa14f68be64618ecd3a486cfe242ff1eb_1750019340.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-19565639/ادو-پرفیوم-مردانه-کلپک-مدل-دانهیل-دیزایر-بلو-با-رایحه-خنک-حجم-50-میلی-لیتر,
18714161,DIGIKALA-18714161,"ادو پرفیوم مردانه لالیکو مدل دیور ساواج الکسیر با رایحه خنک حجم 60 میلی لیتر",ادو-پرفیوم-مردانه-لالیکو-مدل-دیور-ساواج-الکسیر-با-رایحه-خنک-حجم-60-میلی-لیتر-18714161,"ادو پرفیوم مردانه لالیکو مدل دیور ساواج الکسیر با رایحه خنک حجم 60 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه لالیکو مدل دیور ساواج الکسیر با رایحه خنک حجم 60 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",14000000,5999000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/2430e90acd010ff5a028b5ccb6974780c041c593_1755772060.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-18714161/ادو-پرفیوم-مردانه-لالیکو-مدل-دیور-ساواج-الکسیر-با-رایحه-خنک-حجم-60-میلی-لیتر,
20597956,DIGIKALA-20597956,"ادو پرفیوم مردانه کلپک مدل اینوکتوس با رایحه خنک حجم 50 میلی لیتر",ادو-پرفیوم-مردانه-کلپک-مدل-اینوکتوس-با-رایحه-خنک-حجم-50-میلی-لیتر-20597956,"ادو پرفیوم مردانه کلپک مدل اینوکتوس با رایحه خنک حجم 50 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه کلپک مدل اینوکتوس با رایحه خنک حجم 50 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",15000000,6150000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/fcf8b7c553d018169162ddd965c0adfee111a2c5_1786261527.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-20597956/ادو-پرفیوم-مردانه-کلپک-مدل-اینوکتوس-با-رایحه-خنک-حجم-50-میلی-لیتر,
8059378,DIGIKALA-8059378,"ادو پرفیوم مردانه بایلندو مدل اینوکتوس اسپرت حجم 100 میلی لیتر",ادو-پرفیوم-مردانه-بایلندو-مدل-اینوکتوس-اسپرت-حجم-100-میلی-لیتر-8059378,"ادو پرفیوم مردانه بایلندو مدل اینوکتوس اسپرت حجم 100 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه بایلندو مدل اینوکتوس اسپرت حجم 100 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",27973500,11928300,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/3c2d07b54661020c8b5ea763c49c59eb6757359a_1646840504.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-8059378/ادو-پرفیوم-مردانه-بایلندو-مدل-اینوکتوس-اسپرت-حجم-100-میلی-لیتر,
19966004,DIGIKALA-19966004,"ادو پرفیوم مردانه نیفتی مدل اینوکتوس با رایحه خنک حجم 30 میلی لیتر",ادو-پرفیوم-مردانه-نیفتی-مدل-اینوکتوس-با-رایحه-خنک-حجم-30-میلی-لیتر-19966004,"ادو پرفیوم مردانه نیفتی مدل اینوکتوس با رایحه خنک حجم 30 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادو پرفیوم مردانه نیفتی مدل اینوکتوس با رایحه خنک حجم 30 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",11000000,5310000,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/bb00e095213720fda7a774f405eeac85302a40a7_1753612477.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-19966004/ادو-پرفیوم-مردانه-نیفتی-مدل-اینوکتوس-با-رایحه-خنک-حجم-30-میلی-لیتر,
18296374,DIGIKALA-18296374,"ادوپرفیوم مردانه رودیر مدل CH POUR HOMME با رایحه شیرین حجم 100 میلی لیتر",ادوپرفیوم-مردانه-رودیر-مدل-ch-pour-homme-با-رایحه-شیرین-حجم-100-میلی-لیتر-18296374,"ادوپرفیوم مردانه رودیر مدل CH POUR HOMME با رایحه شیرین حجم 100 میلی لیتر؛ محصول موجود در دیجی‌کالا. پیش از انتشار، اطلاعات محصول و مجوز استفاده از محتوا را بررسی کنید.","خرید ادوپرفیوم مردانه رودیر مدل CH POUR HOMME با رایحه شیرین حجم 100 میلی لیتر","عطر و ادکلن","دیجی‌کالا,عطر,ادکلن",15563500,4388100,draft,0,instock,10,no,no,,,,,,"https://dkstatics-public.digikala.com/digikala-products/6f3452e9c3ed05c5e6b131b2f4d097b7bf994c78_1739273522.jpg?x-oss-process=image/resize,m_lfit,h_300,w_300/format,webp/quality,q_80",,,https://www.digikala.com/product/dkp-18296374/ادوپرفیوم-مردانه-رودیر-مدل-ch-pour-homme-با-رایحه-شیرین-حجم-100-میلی-لیتر,
